feature,count,mean,std,min,25%,50%,75%,max
"tBodyGyroJerk-arCoeff()-Z,3",10299.0,0.08880262712569248,0.2463955178868765,-1.0,-0.072846695,0.09581201,0.262851,1.0
"tBodyGyroJerk-arCoeff()-Z,4",10299.0,0.03353052375092147,0.24774163304461108,-1.0,-0.13528594,0.039631088,0.20765184,1.0
"tBodyGyroJerk-correlation()-X,Y",10299.0,0.036939291384174976,0.27662183996369943,-1.0,-0.153184185,0.034337128,0.22412239,1.0
"tBodyGyroJerk-correlation()-X,Z",10299.0,0.049272357260352194,0.2669254515409134,-1.0,-0.12234749,0.04687466,0.218671895,1.0
"tBodyGyroJerk-correlation()-Y,Z",10299.0,-0.1136252699362346,0.25952203935899965,-1.0,-0.285285,-0.11670552,0.048040062999999994,1.0
tBodyAccMag-mean(),10299.0,-0.5482216597671699,0.46709374171210744,-1.0,-0.98191531,-0.87463491,-0.12014189,1.0
tBodyAccMag-std(),10299.0,-0.591225327146546,0.42943134514322395,-1.0,-0.982181585,-0.84370796,-0.242323295,1.0
tBodyAccMag-mad(),10299.0,-0.6426552271662324,0.374670154679935,-1.0,-0.9838433950000001,-0.86229833,-0.33670477,1.0
tBodyAccMag-max(),10299.0,-0.5586326052280315,0.46123947050905645,-1.0,-0.98012844,-0.84915698,-0.17001830499999998,1.0
tBodyAccMag-min(),10299.0,-0.8378280982200408,0.19026448508262675,-1.0,-0.99254212,-0.96650951,-0.69466182,1.0
tBodyAccMag-sma(),10299.0,-0.5482216597671699,0.46709374171210744,-1.0,-0.98191531,-0.87463491,-0.12014189,1.0
tBodyAccMag-energy(),10299.0,-0.7774657664258471,0.28031931584831177,-1.0,-0.9995949749999999,-0.98879887,-0.60028437,1.0
tBodyAccMag-iqr(),10299.0,-0.7025895785462083,0.3142280616276837,-1.0,-0.984540855,-0.88178606,-0.45098926,1.0
tBodyAccMag-entropy(),10299.0,0.13281331445220604,0.6693693290350532,-1.0,-0.5456419349999999,0.16498057,0.80098088,1.0
tBodyAccMag-arCoeff()1,10299.0,-0.06953949698376868,0.2904371400899875,-1.0,-0.28582586,-0.07184872,0.138123725,1.0
tBodyAccMag-arCoeff()2,10299.0,0.024042020766227693,0.2347237679611853,-1.0,-0.148838215,0.017911181,0.186777335,1.0
tBodyAccMag-arCoeff()3,10299.0,0.05858262032552995,0.25322534213301534,-1.0,-0.11087501,0.064575836,0.23483189,1.0
tBodyAccMag-arCoeff()4,10299.0,-0.05789012543811609,0.2631163943949655,-1.0,-0.23557089,-0.053691785,0.122644265,1.0
tGravityAccMag-mean(),10299.0,-0.5482216597671699,0.46709374171210744,-1.0,-0.98191531,-0.87463491,-0.12014189,1.0
tGravityAccMag-std(),10299.0,-0.591225327146546,0.42943134514322395,-1.0,-0.982181585,-0.84370796,-0.242323295,1.0
tGravityAccMag-mad(),10299.0,-0.6426552271662324,0.374670154679935,-1.0,-0.9838433950000001,-0.86229833,-0.33670477,1.0
tGravityAccMag-max(),10299.0,-0.5586326052280315,0.46123947050905645,-1.0,-0.98012844,-0.84915698,-0.17001830499999998,1.0
tGravityAccMag-min(),10299.0,-0.8378280982200408,0.19026448508262675,-1.0,-0.99254212,-0.96650951,-0.69466182,1.0
tGravityAccMag-sma(),10299.0,-0.5482216597671699,0.46709374171210744,-1.0,-0.98191531,-0.87463491,-0.12014189,1.0
tGravityAccMag-energy(),10299.0,-0.7774657664258471,0.28031931584831177,-1.0,-0.9995949749999999,-0.98879887,-0.60028437,1.0
tGravityAccMag-iqr(),10299.0,-0.7025895785462083,0.3142280616276837,-1.0,-0.984540855,-0.88178606,-0.45098926,1.0
tGravityAccMag-entropy(),10299.0,0.13281331445220604,0.6693693290350532,-1.0,-0.5456419349999999,0.16498057,0.80098088,1.0
tGravityAccMag-arCoeff()1,10299.0,-0.06953949698376868,0.2904371400899875,-1.0,-0.28582586,-0.07184872,0.138123725,1.0
tGravityAccMag-arCoeff()2,10299.0,0.024042020766227693,0.2347237679611853,-1.0,-0.148838215,0.017911181,0.186777335,1.0
tGravityAccMag-arCoeff()3,10299.0,0.05858262032552995,0.25322534213301534,-1.0,-0.11087501,0.064575836,0.23483189,1.0
tGravityAccMag-arCoeff()4,10299.0,-0.05789012543811609,0.2631163943949655,-1.0,-0.23557089,-0.053691785,0.122644265,1.0
tBodyAccJerkMag-mean(),10299.0,-0.6494179506506922,0.3894942058669335,-1.0,-0.98955992,-0.94809484,-0.29558424,1.0
tBodyAccJerkMag-std(),10299.0,-0.6277629457853907,0.41722133114306015,-1.0,-0.9906874750000001,-0.92883947,-0.27332015,1.0
tBodyAccJerkMag-mad(),10299.0,-0.6469435329298611,0.397542367567997,-1.0,-0.99131238,-0.9383018,-0.30928108,1.0
tBodyAccJerkMag-max(),10299.0,-0.6387017600218273,0.40350009098551576,-1.0,-0.989109485,-0.92621411,-0.297832855,1.0
tBodyAccJerkMag-min(),10299.0,-0.7875914490734246,0.2557032650651461,-1.0,-0.98316721,-0.96170224,-0.61084273,1.0
tBodyAccJerkMag-sma(),10299.0,-0.6494179506506922,0.3894942058669335,-1.0,-0.98955992,-0.94809484,-0.29558424,1.0
tBodyAccJerkMag-energy(),10299.0,-0.8511433959005572,0.20578770047763698,-1.0,-0.9998108299999999,-0.99751989,-0.732346435,1.0
tBodyAccJerkMag-iqr(),10299.0,-0.6992169762751896,0.3430833383294401,-1.0,-0.991957955,-0.95472723,-0.41137592,1.0
tBodyAccJerkMag-entropy(),10299.0,-0.0616317492433916,0.7239171315296,-1.0,-0.80161684,-0.32044127,0.70273392,1.0
tBodyAccJerkMag-arCoeff()1,10299.0,0.07875874211240731,0.2436148364187211,-1.0,-0.090555705,0.093033905,0.25886516000000004,1.0
tBodyAccJerkMag-arCoeff()2,10299.0,-0.02903642858332838,0.24457866291801647,-1.0,-0.20841588500000002,-0.05594531,0.13693084500000002,1.0
tBodyAccJerkMag-arCoeff()3,10299.0,-0.09117246074288043,0.24088777992253366,-1.0,-0.25150465499999997,-0.093895365,0.0653176635,1.0
tBodyAccJerkMag-arCoeff()4,10299.0,-0.04167304635388258,0.25990023247433597,-1.0,-0.22067425000000002,-0.04614057,0.13215229,1.0
tBodyGyroMag-mean(),10299.0,-0.60524856977632,0.39970955628582305,-1.0,-0.978135745,-0.82228682,-0.24535442000000002,1.0
tBodyGyroMag-std(),10299.0,-0.6625330628983823,0.3492246017122746,-1.0,-0.9774915,-0.82588331,-0.39404253,1.0
tBodyGyroMag-mad(),10299.0,-0.6301934020786935,0.38109760456727226,-1.0,-0.9758433550000001,-0.80671187,-0.333035975,1.0
tBodyGyroMag-max(),10299.0,-0.6951723837755723,0.31898850690861674,-1.0,-0.98071173,-0.84902173,-0.45232479999999997,1.0
tBodyGyroMag-min(),10299.0,-0.7300115458955636,0.31264547431140843,-1.0,-0.988362975,-0.88099359,-0.52829415,1.0
tBodyGyroMag-sma(),10299.0,-0.60524856977632,0.39970955628582305,-1.0,-0.978135745,-0.82228682,-0.24535442000000002,1.0
tBodyGyroMag-energy(),10299.0,-0.8348368254456842,0.22087998383356774,-1.0,-0.99962364,-0.98085735,-0.703445625,1.0
tBodyGyroMag-iqr(),10299.0,-0.6536550288888048,0.35998644598727336,-1.0,-0.9787701099999999,-0.81639652,-0.37176847,1.0
tBodyGyroMag-entropy(),10299.0,0.23540195904413755,0.4818184021199671,-1.0,-0.1523773,0.28502105,0.65743931,1.0
tBodyGyroMag-arCoeff()1,10299.0,-0.024457123078556946,0.2972657701006733,-1.0,-0.22800272,-0.030271705,0.17678196000000002,1.0
tBodyGyroMag-arCoeff()2,10299.0,-0.0692356651424385,0.2668585247505699,-1.0,-0.255077065,-0.075785443,0.106387575,1.0
tBodyGyroMag-arCoeff()3,10299.0,0.10761054054760172,0.25152537330415764,-1.0,-0.056791653,0.10977704,0.27343541,1.0
tBodyGyroMag-arCoeff()4,10299.0,-0.05444897296519711,0.25083316461457517,-1.0,-0.21671299500000002,-0.052719265,0.11126623,1.0
tBodyGyroJerkMag-mean(),10299.0,-0.7621376109874163,0.27651450301899955,-1.0,-0.9923256549999999,-0.95593685,-0.549850065,1.0
tBodyGyroJerkMag-std(),10299.0,-0.7779931727969802,0.2715901909568261,-1.0,-0.992190985,-0.94030231,-0.6093384550000001,1.0
tBodyGyroJerkMag-mad(),10299.0,-0.7925889475061142,0.25070342871784607,-1.0,-0.992927525,-0.94847475,-0.62892032,1.0
tBodyGyroJerkMag-max(),10299.0,-0.7846247047199593,0.2678962846763799,-1.0,-0.99190553,-0.93960346,-0.63139371,1.0
tBodyGyroJerkMag-min(),10299.0,-0.8028633648602584,0.2477975419951288,-1.0,-0.99000869,-0.9709426,-0.6425264150000001,1.0
tBodyGyroJerkMag-sma(),10299.0,-0.7621376109874163,0.27651450301899955,-1.0,-0.9923256549999999,-0.95593685,-0.549850065,1.0
tBodyGyroJerkMag-energy(),10299.0,-0.9319093089731139,0.12102492830106693,-1.0,-0.9999363,-0.99849825,-0.90136302,1.0
tBodyGyroJerkMag-iqr(),10299.0,-0.8065334119286842,0.23134834742445998,-1.0,-0.993843985,-0.95765174,-0.644787995,1.0
tBodyGyroJerkMag-entropy(),10299.0,0.13066926188548597,0.6924355500114902,-1.0,-0.572055385,0.084031161,0.84249974,1.0
tBodyGyroJerkMag-arCoeff()1,10299.0,0.2864833444082549,0.2396286896355892,-1.0,0.14100468,0.29893149,0.45329171,1.0
tBodyGyroJerkMag-arCoeff()2,10299.0,-0.22694263968921913,0.20916977505357193,-1.0,-0.370147095,-0.23446108,-0.09745294800000001,1.0
tBodyGyroJerkMag-arCoeff()3,10299.0,-0.05748484825425245,0.22860800316750007,-1.0,-0.201023055,-0.058697171,0.09032140050000001,1.0
tBodyGyroJerkMag-arCoeff()4,10299.0,-0.10668965652165774,0.250721420188767,-1.0,-0.27936284,-0.11872555,0.051557078,1.0
fBodyAcc-mean()-X,10299.0,-0.6227616584937343,0.4207946211285057,-1.0,-0.991255955,-0.94557918,-0.26455476499999997,1.0
fBodyAcc-mean()-Y,10299.0,-0.5374932814587096,0.48168185041616185,-1.0,-0.9792183750000001,-0.86434494,-0.103228395,1.0
fBodyAcc-mean()-Z,10299.0,-0.6650335062719517,0.3588530833341948,-1.0,-0.9832268399999999,-0.89535361,-0.366240055,1.0
fBodyAcc-std()-X,10299.0,-0.6033562765558258,0.4467928190879214,-1.0,-0.992916635,-0.94157527,-0.249344685,1.0
fBodyAcc-std()-Y,10299.0,-0.5284200095762046,0.4799249863658086,-1.0,-0.9768873849999999,-0.83261287,-0.092156306,1.0
fBodyAcc-std()-Z,10299.0,-0.6178748133333954,0.39897318454462155,-1.0,-0.97797651,-0.83978721,-0.302252065,1.0
fBodyAcc-mad()-X,10299.0,-0.5907722474532553,0.457337669712656,-1.0,-0.9916492450000001,-0.94420227,-0.20258726,1.0
fBodyAcc-mad()-Y,10299.0,-0.5222011797566274,0.49656095190191524,-1.0,-0.980106865,-0.85711122,-0.0789015,1.0
fBodyAcc-mad()-Z,10299.0,-0.6323325209218914,0.3895217157353042,-1.0,-0.9809207449999999,-0.87800971,-0.30560995,1.0
fBodyAcc-max()-X,10299.0,-0.6515437660226495,0.40541928732358795,-1.0,-0.99431219,-0.94342543,-0.35157662999999995,1.0
fBodyAcc-max()-Y,10299.0,-0.6580806061923303,0.3536960033229657,-1.0,-0.97998651,-0.85802884,-0.361519915,1.0
fBodyAcc-max()-Z,10299.0,-0.6356763001164997,0.3897621846799257,-1.0,-0.97387236,-0.81596283,-0.36674125999999996,1.0
fBodyAcc-min()-X,10299.0,-0.8559930194187446,0.22707968685695806,-1.0,-0.994612575,-0.97671262,-0.79013683,1.0
fBodyAcc-min()-Y,10299.0,-0.8802255666738129,0.17974971800052306,-1.0,-0.99200381,-0.96884291,-0.8246097299999999,1.0
fBodyAcc-min()-Z,10299.0,-0.9137770102754831,0.12949274644366762,-1.0,-0.9916226699999999,-0.97446316,-0.88044213,1.0
fBodyAcc-sma(),10299.0,-0.5552291610448151,0.471733762538129,-1.0,-0.985816465,-0.89827309,-0.114677785,1.0
fBodyAcc-energy()-X,10299.0,-0.8259312638233769,0.24698041176004815,-1.0,-0.999937745,-0.99813685,-0.716953365,1.0
fBodyAcc-energy()-Y,10299.0,-0.752468625264045,0.3135787537390485,-1.0,-0.999506775,-0.98487001,-0.550663965,1.0
fBodyAcc-energy()-Z,10299.0,-0.8398577192098455,0.22648394692400797,-1.0,-0.9994406149999999,-0.98658036,-0.732248095,1.0
fBodyAcc-iqr()-X,10299.0,-0.6525688721320584,0.39904816154869444,-1.0,-0.98982437,-0.94341975,-0.32827341499999996,1.0
fBodyAcc-iqr()-Y,10299.0,-0.6499060389785574,0.391039311909653,-1.0,-0.986611175,-0.92396921,-0.31373691000000004,1.0
fBodyAcc-iqr()-Z,10299.0,-0.7467675867011554,0.2903766915293234,-1.0,-0.98284614,-0.93842689,-0.53423541,1.0
fBodyAcc-entropy()-X,10299.0,-0.2002889155793359,0.7229562857920991,-1.0,-0.94635692,-0.49800416,0.54918342,1.0
fBodyAcc-entropy()-Y,10299.0,-0.18385470764596565,0.6661762792532145,-1.0,-0.87039785,-0.36380445,0.501697375,1.0
fBodyAcc-entropy()-Z,10299.0,-0.2048462362505666,0.6110466158441676,-1.0,-0.81351333,-0.3852108,0.409652105,1.0
fBodyAcc-maxInds-X,10299.0,-0.7599391095183027,0.26543335177841787,-1.0,-1.0,-0.80645161,-0.74193548,1.0
fBodyAcc-maxInds-Y,10299.0,-0.7973136543880959,0.2426327807802142,-1.0,-1.0,-0.8,-0.73333333,1.0
fBodyAcc-maxInds-Z,10299.0,-0.8438459289966986,0.23972077428638444,-1.0,-1.0,-0.92307692,-0.76923077,1.0
fBodyAcc-meanFreq()-X,10299.0,-0.22146913682630023,0.2645857836130303,-1.0,-0.41878138,-0.23825143,-0.0204315155,1.0
fBodyAcc-meanFreq()-Y,10299.0,0.015400588735675017,0.24084604177694188,-1.0,-0.14477195999999998,0.0046658081,0.176602965,1.0
fBodyAcc-meanFreq()-Z,10299.0,0.04730986984767225,0.2837848335170257,-1.0,-0.13844984,0.060842915,0.24922413,1.0
fBodyAcc-skewness()-X,10299.0,-0.13585321799113778,0.4005804621188425,-1.0,-0.489321805,-0.1735072,0.152172615,1.0
fBodyAcc-kurtosis()-X,10299.0,-0.4650036777246665,0.4409571596115446,-1.0,-0.84467403,-0.58440201,-0.17918393999999999,1.0
fBodyAcc-skewness()-Y,10299.0,-0.26804653194176686,0.35613566873404395,-1.0,-0.5255958300000001,-0.35897003,-0.09973618549999999,1.0
fBodyAcc-kurtosis()-Y,10299.0,-0.5822270054823652,0.38535860702483093,-1.0,-0.8501260150000001,-0.72035229,-0.45244576999999997,1.0
fBodyAcc-skewness()-Z,10299.0,-0.24117103501165466,0.40141865314102665,-1.0,-0.562320285,-0.31395013,0.032565838,1.0
fBodyAcc-kurtosis()-Z,10299.0,-0.47953961978932036,0.411509518646186,-1.0,-0.807977035,-0.60420248,-0.236536935,1.0
"fBodyAcc-bandsEnergy()-1,8__303",10299.0,-0.8180360946544188,0.268049244635717,-1.0,-0.99995843,-0.99799623,-0.714170485,1.0
"fBodyAcc-bandsEnergy()-9,16__304",10299.0,-0.8875108906956113,0.17557454649045207,-1.0,-0.999945665,-0.99896641,-0.8223398500000001,1.0
"fBodyAcc-bandsEnergy()-17,24__305",10299.0,-0.8582706553331256,0.2259565931627201,-1.0,-0.99989468,-0.9982338,-0.7823281799999999,1.0
"fBodyAcc-bandsEnergy()-25,32__306",10299.0,-0.894101771797625,0.1823749435568561,-1.0,-0.999854585,-0.99813641,-0.85626694,1.0
"fBodyAcc-bandsEnergy()-33,40__307",10299.0,-0.9149789537666182,0.1417548564771164,-1.0,-0.999875295,-0.99855271,-0.877315555,1.0
"fBodyAcc-bandsEnergy()-41,48__308",10299.0,-0.9128111120663074,0.14945242481278678,-1.0,-0.99987661,-0.99853961,-0.87540127,1.0
"fBodyAcc-bandsEnergy()-49,56__309",10299.0,-0.9460351982760461,0.10235202595551152,-1.0,-0.999941415,-0.99910033,-0.9296894899999999,1.0
"fBodyAcc-bandsEnergy()-57,64__310",10299.0,-0.9558026551685213,0.11741050383833887,-1.0,-0.999988255,-0.99963735,-0.97284854,1.0
"fBodyAcc-bandsEnergy()-1,16__311",10299.0,-0.8215947856046246,0.25691819777723524,-1.0,-0.999946505,-0.99810249,-0.712517895,1.0
"fBodyAcc-bandsEnergy()-17,32__312",10299.0,-0.8467794798534568,0.23903384079341575,-1.0,-0.9998686999999999,-0.99785828,-0.76216561,1.0
"fBodyAcc-bandsEnergy()-33,48__313",10299.0,-0.9141807504423729,0.13966799551736392,-1.0,-0.99988981,-0.9985476,-0.873284975,1.0
"fBodyAcc-bandsEnergy()-49,64__314",10299.0,-0.9493090094644139,0.10375222205741871,-1.0,-0.99995542,-0.99912827,-0.94079521,1.0
"fBodyAcc-bandsEnergy()-1,24__315",10299.0,-0.824203169833818,0.24992283837019114,-1.0,-0.999941595,-0.99812391,-0.713647355,1.0
"fBodyAcc-bandsEnergy()-25,48__316",10299.0,-0.8831332723850763,0.1895474045624099,-1.0,-0.99984841,-0.99791094,-0.8300335000000001,1.0
"fBodyAcc-bandsEnergy()-1,8__317",10299.0,-0.7877632241186134,0.2741786858672705,-1.0,-0.9995075449999999,-0.98226146,-0.620157145,1.0
"fBodyAcc-bandsEnergy()-9,16__318",10299.0,-0.8473686368304069,0.2388134133009571,-1.0,-0.999839895,-0.99651346,-0.765447795,1.0
"fBodyAcc-bandsEnergy()-17,24__319",10299.0,-0.8602895724071851,0.2190659300154345,-1.0,-0.9998145350000001,-0.99722012,-0.7780978999999999,1.0
"fBodyAcc-bandsEnergy()-25,32__320",10299.0,-0.9027543732441986,0.16434103630795144,-1.0,-0.999747955,-0.99695607,-0.859010085,1.0
"fBodyAcc-bandsEnergy()-33,40__321",10299.0,-0.8973688017167492,0.17267298403391218,-1.0,-0.999631755,-0.99582841,-0.848897785,1.0
"fBodyAcc-bandsEnergy()-41,48__322",10299.0,-0.8827045957186135,0.18823792352661117,-1.0,-0.9995989949999999,-0.99476872,-0.8218453400000001,1.0
"fBodyAcc-bandsEnergy()-49,56__323",10299.0,-0.9024696203786775,0.16989607152211667,-1.0,-0.999703185,-0.99457734,-0.8649696600000001,1.0
"fBodyAcc-bandsEnergy()-57,64__324",10299.0,-0.9514626748196912,0.13103197497212044,-1.0,-0.9999354300000001,-0.99879922,-0.96831125,1.0
"fBodyAcc-bandsEnergy()-1,16__325",10299.0,-0.7588688077752909,0.308334004678804,-1.0,-0.9995128,-0.98399451,-0.566123845,1.0
"fBodyAcc-bandsEnergy()-17,32__326",10299.0,-0.8368979149307998,0.25031758541716537,-1.0,-0.999754005,-0.99642984,-0.73419254,1.0
"fBodyAcc-bandsEnergy()-33,48__327",10299.0,-0.880006008141197,0.19063074827199422,-1.0,-0.999603785,-0.99494801,-0.8155711999999999,1.0
"fBodyAcc-bandsEnergy()-49,64__328",10299.0,-0.9199779869465337,0.15173687638697148,-1.0,-0.9997822700000001,-0.99503642,-0.8971501150000001,1.0
"fBodyAcc-bandsEnergy()-1,24__329",10299.0,-0.7549929507442004,0.31096522238144864,-1.0,-0.99951466,-0.98483194,-0.556038575,1.0
"fBodyAcc-bandsEnergy()-25,48__330",10299.0,-0.8907470042782792,0.17361583609698697,-1.0,-0.99971056,-0.99610095,-0.831678425,1.0
"fBodyAcc-bandsEnergy()-1,8__331",10299.0,-0.8572337327412128,0.21574803131418827,-1.0,-0.999442635,-0.98453179,-0.7774775199999999,1.0
"fBodyAcc-bandsEnergy()-9,16__332",10299.0,-0.8993911733980291,0.17463906848191904,-1.0,-0.999704135,-0.99661442,-0.858748835,1.0
"fBodyAcc-bandsEnergy()-17,24__333",10299.0,-0.9258111815490339,0.14404687855253998,-1.0,-0.999748995,-0.99814656,-0.904639245,1.0
"fBodyAcc-bandsEnergy()-25,32__334",10299.0,-0.961894261804253,0.08033646724881725,-1.0,-0.999799765,-0.9986309,-0.9543433649999999,1.0
"fBodyAcc-bandsEnergy()-33,40__335",10299.0,-0.9638505621032138,0.07690319332643204,-1.0,-0.999744595,-0.99818938,-0.95483685,1.0
"fBodyAcc-bandsEnergy()-41,48__336",10299.0,-0.9376738727396543,0.11772078438358222,-1.0,-0.9995280900000001,-0.99648406,-0.9174359999999999,1.0
"fBodyAcc-bandsEnergy()-49,56__337",10299.0,-0.9416366533965435,0.11063740623654325,-1.0,-0.9995845299999999,-0.99559635,-0.9247776299999999,1.0
"fBodyAcc-bandsEnergy()-57,64__338",10299.0,-0.9578637019787551,0.11521681266222417,-1.0,-0.99988324,-0.99857818,-0.9729252100000001,1.0
"fBodyAcc-bandsEnergy()-1,16__339",10299.0,-0.8534606061553065,0.2122446990875903,-1.0,-0.999468155,-0.9865025,-0.762639635,1.0
"fBodyAcc-bandsEnergy()-17,32__340",10299.0,-0.9389148537170113,0.11595781426574167,-1.0,-0.99980008,-0.9983522,-0.918669965,1.0
"fBodyAcc-bandsEnergy()-33,48__341",10299.0,-0.9545218359894165,0.08961024329273073,-1.0,-0.999710375,-0.99761417,-0.9402581999999999,1.0
"fBodyAcc-bandsEnergy()-49,64__342",10299.0,-0.9460145253519758,0.10667835026470106,-1.0,-0.9996630150000001,-0.99536143,-0.93402398,1.0
"fBodyAcc-bandsEnergy()-1,24__343",10299.0,-0.8432973779655986,0.22260524269911794,-1.0,-0.99944679,-0.98659046,-0.74078037,1.0
"fBodyAcc-bandsEnergy()-25,48__344",10299.0,-0.9598083941651617,0.08047558221392646,-1.0,-0.999788495,-0.99833844,-0.9484747200000001,1.0
fBodyAccJerk-mean()-X,10299.0,-0.6567135245466054,0.3899946237398236,-1.0,-0.9912446800000001,-0.95159528,-0.32698327,1.0
fBodyAccJerk-mean()-Y,10299.0,-0.6289611799803555,0.40730010768512187,-1.0,-0.984776155,-0.92570213,-0.26384687500000004,1.0
fBodyAccJerk-mean()-Z,10299.0,-0.7436082461700534,0.29770821360945804,-1.0,-0.98728199,-0.94753336,-0.51332898,1.0
fBodyAccJerk-std()-X,10299.0,-0.6549798167058326,0.3932918077134215,-1.0,-0.9920297499999999,-0.95624097,-0.32030207,1.0
fBodyAccJerk-std()-Y,10299.0,-0.6122435902441139,0.433524948432751,-1.0,-0.986467325,-0.92803444,-0.236096955,1.0
fBodyAccJerk-std()-Z,10299.0,-0.7809284281672132,0.2595435924921861,-1.0,-0.989532085,-0.9589843,-0.59028609,1.0
fBodyAccJerk-mad()-X,10299.0,-0.5949908317657848,0.4598766811843267,-1.0,-0.9896999,-0.94533111,-0.20145672,1.0
fBodyAccJerk-mad()-Y,10299.0,-0.6240211572069172,0.4179877860545825,-1.0,-0.9863825850000001,-0.92869585,-0.25555976,1.0
fBodyAccJerk-mad()-Z,10299.0,-0.7644872603362016,0.2765958596867072,-1.0,-0.98843543,-0.95499938,-0.557450055,1.0
fBodyAccJerk-max()-X,10299.0,-0.711609033648731,0.33839151424544045,-1.0,-0.993586485,-0.96753121,-0.44472139499999996,1.0
fBodyAccJerk-max()-Y,10299.0,-0.682104723953501,0.36427271018816315,-1.0,-0.98805515,-0.94298301,-0.391847625,1.0
fBodyAccJerk-max()-Z,10299.0,-0.801159275192704,0.24323758161473955,-1.0,-0.98976072,-0.96291037,-0.6400034299999999,1.0
fBodyAccJerk-min()-X,10299.0,-0.882722042078124,0.18698600499142493,-1.0,-0.994994285,-0.98292746,-0.83039798,1.0
fBodyAccJerk-min()-Y,10299.0,-0.860233763381636,0.21351082782667624,-1.0,-0.9911164699999999,-0.97080066,-0.797671995,1.0
fBodyAccJerk-min()-Z,10299.0,-0.884441536616856,0.1785379957979409,-1.0,-0.98899255,-0.96900065,-0.845306925,1.0
fBodyAccJerk-sma(),10299.0,-0.6202500989927467,0.4211208672274543,-1.0,-0.9883790299999999,-0.93569309,-0.24446226,1.0
fBodyAccJerk-energy()-X,10299.0,-0.8501541224432275,0.21506475758863178,-1.0,-0.999902385,-0.99848889,-0.745675985,1.0
fBodyAccJerk-energy()-Y,10299.0,-0.8273385575600668,0.24294905190542662,-1.0,-0.9997439349999999,-0.99649449,-0.69260185,1.0
fBodyAccJerk-energy()-Z,10299.0,-0.9307381160170428,0.11790713568210703,-1.0,-0.999782635,-0.99829374,-0.8928961200000001,1.0
fBodyAccJerk-iqr()-X,10299.0,-0.6341207069785875,0.42205925757159796,-1.0,-0.989172005,-0.94559741,-0.29840058,1.0
fBodyAccJerk-iqr()-Y,10299.0,-0.7198935569857371,0.31225434546467573,-1.0,-0.9880517900000001,-0.94395096,-0.45434398,1.0
fBodyAccJerk-iqr()-Z,10299.0,-0.7714947432328867,0.2669644770460265,-1.0,-0.985607995,-0.95090006,-0.583898785,1.0
fBodyAccJerk-entropy()-X,10299.0,-0.26693440318186235,0.7494800519997855,-1.0,-1.0,-0.67902578,0.519561315,1.0
fBodyAccJerk-entropy()-Y,10299.0,-0.2655553519031768,0.7343073302777391,-1.0,-1.0,-0.61823559,0.508468075,1.0
fBodyAccJerk-entropy()-Z,10299.0,-0.3654225433262968,0.6387146704794623,-1.0,-1.0,-0.670573,0.28863006999999996,1.0
fBodyAccJerk-maxInds-X,10299.0,-0.4140557335663657,0.3215604088261866,-1.0,-0.68,-0.4,-0.16,1.0
fBodyAccJerk-maxInds-Y,10299.0,-0.39689290222351686,0.26538615069276955,-1.0,-0.56,-0.4,-0.24,1.0
fBodyAccJerk-maxInds-Z,10299.0,-0.324540246625886,0.29347598012387527,-1.0,-0.48,-0.32,-0.16,1.0
fBodyAccJerk-meanFreq()-X,10299.0,-0.04770629175423245,0.29554157070868275,-1.0,-0.29769711,-0.045441261,0.204465715,1.0
fBodyAccJerk-meanFreq()-Y,10299.0,-0.21339290492688334,0.27218628156871444,-1.0,-0.427950895,-0.23653033,0.008651149399999999,1.0
fBodyAccJerk-meanFreq()-Z,10299.0,-0.1238280145841475,0.2733537505553252,-1.0,-0.33139145999999997,-0.10245805,0.091239681,1.0
fBodyAccJerk-skewness()-X,10299.0,-0.31545990929540346,0.25642471650615056,-1.0,-0.504574985,-0.35249613,-0.1631746,1.0
fBodyAccJerk-kurtosis()-X,10299.0,-0.7131922627888047,0.20927617646082577,-1.0,-0.8569937599999999,-0.77327036,-0.636322335,1.0
fBodyAccJerk-skewness()-Y,10299.0,-0.3997710047615361,0.18797029259038714,-1.0,-0.5357244400000001,-0.42101904,-0.29280302,1.0
fBodyAccJerk-kurtosis()-Y,10299.0,-0.8230993701331926,0.1408640459185514,-1.0,-0.913469425,-0.85803443,-0.77663188,1.0
fBodyAccJerk-skewness()-Z,10299.0,-0.4877417855274148,0.19898249623055522,-1.0,-0.627717375,-0.51940414,-0.38357824500000004,1.0
fBodyAccJerk-kurtosis()-Z,10299.0,-0.8158812926370327,0.15004133623341573,-1.0,-0.9118254050000001,-0.85569325,-0.76838232,1.0
"fBodyAccJerk-bandsEnergy()-1,8__382",10299.0,-0.8677901660494718,0.21015972841196726,-1.0,-0.999980765,-0.99963468,-0.8053256550000001,1.0
"fBodyAccJerk-bandsEnergy()-9,16__383",10299.0,-0.8866105776307409,0.17344185011520616,-1.0,-0.99994449,-0.9990679,-0.814081265,1.0
"fBodyAccJerk-bandsEnergy()-17,24__384",10299.0,-0.8736573390119768,0.20385962536509505,-1.0,-0.9999037900000001,-0.99857771,-0.81078896,1.0
"fBodyAccJerk-bandsEnergy()-25,32__385",10299.0,-0.8975127442932616,0.17970393623946476,-1.0,-0.99985554,-0.99849034,-0.865035915,1.0
"fBodyAccJerk-bandsEnergy()-33,40__386",10299.0,-0.921781011230935,0.13204806873703775,-1.0,-0.999875555,-0.99892838,-0.888753435,1.0
